"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_13276","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Pseudoanungitea",NA
"ASV_13277","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_13279","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13280","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13283","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV_13284","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa",NA
"ASV_13285","k__Fungi","p__Aphelidiomycota","c__Aphelidiomycetes","o__Aphelidiales","f__Aphelidiales_fam_Incertae_sedis","g__Paraphelidium",NA
"ASV_13287","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellomycetes_ord_Incertae_sedis","f__Tremellomycetes_fam_Incertae_sedis","g__Tremellomycetes_gen_Incertae_sedis",NA
"ASV_13288","k__Fungi","p__Basidiomycota","c__Dacrymycetes","o__Dacrymycetales","f__Dacrymycetaceae","g__Calocera",NA
"ASV_13292","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella",NA
"ASV_13296","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Lapidomyces",NA
"ASV_13297","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__prona"
"ASV_13299","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae",NA,NA
"ASV_13300","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_13301","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae",NA,NA
"ASV_13302","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella",NA
"ASV_13305","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremella","s__caloplacae"
"ASV_13308","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amorosiaceae","g__Amorocoelophoma",NA
"ASV_13309","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora","s__trichophoricola"
"ASV_13310","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Humicola",NA
"ASV_13311","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Tetragoniomycetaceae","g__Tetragoniomyces",NA
"ASV_13312","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae","g__Hemileccinum","s__ferrugineipes"
"ASV_13314","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13315","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus","s__semibulbosus"
"ASV_13321","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__symmetrica"
"ASV_13322","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariales_fam_Incertae_sedis","g__Oliveonia",NA
"ASV_13323","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae",NA,NA
"ASV_13325","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Polyschema","s__larviformis"
"ASV_13326","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Neodendryphiella",NA
"ASV_13330","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Coprinus","s__subdomesticus"
"ASV_13332","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_13334","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Microcyclosporella","s__mali"
"ASV_13336","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Rutstroemiaceae",NA,NA
"ASV_13337","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Hyaloscyphaceae_gen_Incertae_sedis",NA
"ASV_13338","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella",NA
"ASV_13340","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Peltaster","s__gemmifer"
"ASV_13341","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Coniosporium",NA
"ASV_13343","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_13347","k__Stramenopila","p__Oomycota","c__Oomycetes",NA,NA,NA,NA
"ASV_13349","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS08","f__GS08_fam_Incertae_sedis","g__GS08_gen_Incertae_sedis",NA
"ASV_13350","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Tetragoniomycetaceae","g__Tetragoniomycetaceae_gen_Incertae_sedis",NA
"ASV_13352","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV_13354","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_13355","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae",NA,NA
"ASV_13357","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_13361","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_13364","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_13365","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Fragilariales","f__Fragilariaceae","g__Tabularia",NA
"ASV_13366","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_13367","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_13368","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudocoleophoma",NA
"ASV_13371","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13375","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__collinsii"
"ASV_13376","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria","s__amylolytica"
"ASV_13377","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV_13379","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella","s__centenaria"
"ASV_13380","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13381","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV_13383","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudocoleophoma",NA
"ASV_13386","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13390","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium","s__fagi"
"ASV_13392","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Xylaria",NA
"ASV_13394","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae",NA,NA
"ASV_13395","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis",NA
"ASV_13396","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidiaceae_gen_Incertae_sedis",NA
"ASV_13397","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS07","f__GS07_fam_Incertae_sedis","g__GS07_gen_Incertae_sedis",NA
"ASV_13398","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13399","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Anteagloniaceae","g__Anteaglonium","s__parvulum"
"ASV_13401","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Camarosporidiellaceae","g__Camarosporidiella","s__italica"
"ASV_13404","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__sambuci"
"ASV_13405","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Dictyosporium","s__olivaceosporum"
"ASV_13406","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_13407","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Plenodomus","s__biglobosus"
"ASV_13410","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Hyphopichia","s__pseudoburtonii"
"ASV_13412","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13414","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Pseudoarthrographis",NA
"ASV_13416","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13417","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Dictyosporiaceae_gen_Incertae_sedis",NA
"ASV_13419","k__Viridiplantae","p__Chlorophyta","c__Chlorophyceae","o__Chaetopeltidales","f__Chaetopeltidaceae","g__Chaetopeltis",NA
"ASV_13424","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Kalmusia","s__utahensis"
"ASV_13425","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Biappendiculispora",NA
"ASV_13426","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Myzocytiopsidales","f__Myzocytiopsidaceae","g__Myzocytiopsis",NA
"ASV_13428","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__paraflava"
"ASV_13430","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae","g__Exidia",NA
"ASV_13431","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__byssisedum"
"ASV_13432","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_13434","k__Viridiplantae","p__Chlorophyta","c__Chlorophyceae","o__Chaetophorales","f__Chaetophoraceae","g__Hazenia",NA
"ASV_13435","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"ASV_13436","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes",NA,NA,NA,NA
"ASV_13437","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"ASV_13438","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia",NA
"ASV_13439","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Stropharia","s__rugosoannulata"
"ASV_13440","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella",NA
"ASV_13441","k__Amoebozoa","p__Variosea","c__Variosea_cls_Incertae_sedis","o__Variosea_ord_Incertae_sedis","f__Variosea_fam_Incertae_sedis","g__Variosea_gen_Incertae_sedis",NA
"ASV_13444","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Fusidium",NA
"ASV_13445","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Phaeotremellaceae","g__Phaeotremella",NA
"ASV_13446","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_13447","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Elasticomyces","s__elasticus"
"ASV_13448","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Oberwinklerozyma",NA
"ASV_13450","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Diaporthe",NA
"ASV_13452","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiales_fam_Incertae_sedis","g__Erythrobasidiales_gen_Incertae_sedis",NA
"ASV_13455","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13456","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Stephanospora",NA
"ASV_13457","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Teratosphaeria",NA
"ASV_13458","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA
"ASV_13459","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV_13460","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13463","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13465","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Ceriporia","s__reticulata"
"ASV_13475","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__granulosum"
"ASV_13476","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__caricis"
"ASV_13478","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes",NA,NA,NA,NA
"ASV_13480","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coronophorales","f__Scortechiniaceae","g__Yuxiensis","s__granularis"
"ASV_13488","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13494","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13496","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Ceriporia","s__lacerata"
"ASV_13499","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus",NA
"ASV_13505","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13509","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Hyphodermataceae","g__Hyphoderma","s__setigerum"
"ASV_13511","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Jianyuniaceae","g__Sterigmatospora","s__layueensis"
"ASV_13512","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__subflaviporus"
"ASV_13514","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Parasola",NA
"ASV_13515","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13516","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Peronosporales","f__Peronosporales_fam_Incertae_sedis","g__Phytopythium","s__montanum"
"ASV_13517","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis"
"ASV_13518","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Sphaerellopsis","s__filum"
"ASV_13520","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_13521","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_13531","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Peronosporales","f__Peronosporales_fam_Incertae_sedis","g__Phytophthora","s__hydropathica"
"ASV_13535","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Oxyporus","s__piceicola"
"ASV_13537","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13541","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Peronosporales","f__Peronosporaceae","g__Peronospora",NA
"ASV_13542","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_13543","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Fenestellaceae","g__Fenestella",NA
"ASV_13545","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13546","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula","s__cryptocephala"
"ASV_13548","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta","s__nobilis"
"ASV_13550","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces","s__roseipellis"
"ASV_13557","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__typharum"
"ASV_13558","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Sarcodontia","s__pachyodon"
"ASV_13559","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13560","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudoconiothyrium","s__broussonetiae"
"ASV_13565","k__Amoebozoa","p__Variosea","c__Variosea_cls_Incertae_sedis","o__Variosea_ord_Incertae_sedis","f__Variosea_fam_Incertae_sedis","g__Variosea_gen_Incertae_sedis",NA
"ASV_13568","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_13569","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13573","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__taminensis"
"ASV_13576","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Arthrobotrys",NA
"ASV_13577","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13579","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Candolleomyces","s__candolleanus"
"ASV_13582","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__strangulata"
"ASV_13583","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Ascochyta","s__manawaorae"
"ASV_13587","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Colacogloeaceae","g__Colacogloea","s__terpenoidalis"
"ASV_13589","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Neophaeosphaeriaceae","g__Neophaeosphaeriaceae_gen_Incertae_sedis",NA
"ASV_13590","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13591","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Heydenia",NA
"ASV_13592","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetidae_ord_Incertae_sedis","f__Pseudoperisporiaceae","g__Eudimeriolum",NA
"ASV_13593","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora","s__trichophoricola"
"ASV_13594","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricomycetes_ord_Incertae_sedis","f__Agaricomycetes_fam_Incertae_sedis","g__Dendrothele","s__nivosa"
"ASV_13599","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus",NA
"ASV_13600","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13601","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetidae_ord_Incertae_sedis","f__Pseudoperisporiaceae","g__Eudimeriolum",NA
"ASV_13602","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Acrospermales","f__Acrospermaceae","g__Acrospermum",NA
"ASV_13603","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__sambuci"
"ASV_13605","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_13606","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","g__Arrhenia",NA
"ASV_13608","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales",NA,NA,NA
"ASV_13612","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiomycetes_ord_Incertae_sedis","f__Rhizophydiomycetes_fam_Incertae_sedis","g__Rhizophydiomycetes_gen_Incertae_sedis",NA
"ASV_13613","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria",NA
"ASV_13616","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Torula","s__fici"
"ASV_13617","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces",NA
"ASV_13618","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Rosettozymales","f__Rosettozymaceae","g__Rosettozyma","s__cystopteridis"
"ASV_13619","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariales_fam_Incertae_sedis","g__Oliveonia",NA
"ASV_13622","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13623","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_13624","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Tubeufia","s__helicomyces"
"ASV_13625","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiomycetes_ord_Incertae_sedis","f__Eurotiomycetes_fam_Incertae_sedis","g__Eurotiomycetes_gen_Incertae_sedis",NA
"ASV_13626","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Hypoxylaceae","g__Hypomontagnella","s__submonticulosa"
"ASV_13629","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Calvatia","s__craniiformis"
"ASV_13630","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_13631","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae",NA,NA
"ASV_13632","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_13636","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus","s__cervinus"
"ASV_13639","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_13641","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__pinicola"
"ASV_13642","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13643","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__citricola"
"ASV_13646","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Gymnoascaceae","g__Leucothecium","s__emdenii"
"ASV_13649","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_13652","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema",NA
"ASV_13653","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_13655","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Biappendiculispora",NA
"ASV_13658","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Tylosporaceae","g__Tylosporaceae_gen_Incertae_sedis",NA
